date,atemperature,ltemperature,sunshine,sonw(accumulated),htemperature,snow,windSpeed(m/s),humidity(%)
2013/5/19,12.8,9.1,6.6,0,19.3,0,3.1,67
2013/5/20,12.7,10.4,0.0,0,14.6,0,4.5,78
2013/5/21,14.7,11.1,6.9,0,19.9,0,3.0,69
2013/5/22,13.0,10.3,1.2,0,18.9,0,2.6,81
2013/5/23,9.7,8.3,0.0,0,11.2,0,4.6,90
2013/5/24,10.0,7.5,8.9,0,14.2,0,4.7,74
2013/5/25,13.3,9.4,0.8,0,18.4,0,2.7,66
2013/5/26,16.4,9.5,12.9,0,23.1,0,4.8,61
2013/5/27,19.6,13.7,10.2,0,25.6,0,2.8,54
2013/5/28,20.0,15.5,5.1,0,26.4,0,5.6,60
2013/5/29,15.3,13.6,0.3,0,17.9,0,7.6,78
2013/5/30,16.9,12.9,7.2,0,24.2,0,4.9,71
2013/5/31,20.7,12.8,13.7,0,27.6,0,2.8,52
2013/6/1,20.0,14.7,13.6,0,29.2,0,3.1,56
2013/6/2,16.6,12.5,11.0,0,22.3,0,3.4,69
2013/6/3,13.3,10.9,8.1,0,16.1,0,5.2,76
2013/6/4,13.0,9.7,11.4,0,17.7,0,5.0,74
2013/6/5,13.2,10.8,4.3,0,17.3,0,2.6,79
2013/6/6,14.8,12.3,8.0,0,19.5,0,2.5,78
2013/6/7,18.1,11.6,12.0,0,26.2,0,2.0,64
2013/6/8,19.5,13.5,13.8,0,27.0,0,2.5,59
2013/6/9,17.1,14.0,11.7,0,25.2,0,3.6,73
2013/6/10,18.4,14.1,11.8,0,26.0,0,2.4,72
2013/6/11,20.0,14.7,14.0,0,27.1,0,3.7,67
2013/6/12,18.8,14.1,14.0,0,24.3,0,5.7,66
2013/6/13,20.8,14.8,13.8,0,26.7,0,5.6,69
2013/6/14,20.6,18.6,0.0,0,22.9,0,1.4,84
2013/6/15,20.0,17.8,5.6,0,25.5,0,2.7,87
2013/6/16,19.8,16.8,5.7,0,26.0,0,2.1,83
2013/6/17,18.9,15.1,1.0,0,24.7,0,4.8,79
2013/6/18,18.5,15.1,2.8,0,24.5,0,3.8,81
2013/6/19,18.3,15.8,1.3,0,23.0,0,2.7,86
2013/6/20,15.9,14.1,0.2,0,19.1,0,5.0,87
2013/6/21,15.0,14.1,0.0,0,16.7,0,2.1,84
2013/6/22,14.8,13.6,0.2,0,17.1,0,2.0,89
2013/6/23,18.6,11.6,11.4,0,25.4,0,2.1,70
2013/6/24,19.8,15.1,7.5,0,26.7,0,2.7,73
2013/6/25,20.2,16.3,9.3,0,24.9,0,2.2,75
2013/6/26,18.8,15.6,6.9,0,24.2,0,2.6,81
2013/6/27,15.3,13.8,0.0,0,16.9,0,2.1,91
2013/6/28,15.6,12.4,6.1,0,20.3,0,3.3,76
2013/6/29,16.4,11.1,14.0,0,22.5,0,3.2,69
2013/6/30,18.9,12.7,13.7,0,24.5,0,3.6,69
2013/7/1,21.9,15.9,11.9,0,27.7,0,2.9,70
2013/7/2,22.5,17.3,10.9,0,29.5,0,4.7,70
2013/7/3,18.9,18.0,0.0,0,20.2,0,11.1,85
2013/7/4,21.1,17.6,7.9,0,24.5,0,6.4,80
2013/7/5,22.3,19.7,1.6,0,25.3,0,4.0,83
2013/7/6,23.2,19.5,3.1,0,27.1,0,1.6,80
2013/7/7,23.9,20.7,12.2,0,30.8,0,2.2,78
2013/7/8,24.5,19.8,9.8,0,33.1,0,2.7,74
2013/7/9,26.1,22.6,4.1,0,29.8,0,2.7,76
2013/7/10,23.1,20.3,2.6,0,26.6,0,2.8,84
2013/7/11,22.3,18.6,5.3,0,27.0,0,1.8,77
2013/7/12,21.8,18.2,6.8,0,28.3,0,1.8,76
2013/7/13,22.6,19.3,12.0,0,27.6,0,2.2,70
2013/7/14,22.4,17.7,9.3,0,27.9,0,2.5,74
2013/7/15,22.8,19.6,10.5,0,27.0,0,2.8,76
2013/7/16,22.4,20.1,4.8,0,26.5,0,2.5,79
2013/7/17,20.7,17.9,12.8,0,25.1,0,5.0,73
2013/7/18,20.6,17.4,10.4,0,25.7,0,4.5,63
2013/7/19,21.0,17.5,7.0,0,27.0,0,2.3,69
2013/7/20,22.1,17.2,11.9,0,28.9,0,2.2,71
2013/7/21,23.0,17.5,12.9,0,29.8,0,3.1,63
2013/7/22,21.9,18.7,4.6,0,26.3,0,4.1,73
2013/7/23,24.0,18.3,12.9,0,31.2,0,2.7,67
2013/7/24,22.7,19.2,8.3,0,26.7,0,6.3,75
2013/7/25,18.7,17.2,0.1,0,19.8,0,7.5,80
2013/7/26,22.2,19.2,8.0,0,26.4,0,7.5,74
2013/7/27,21.6,19.3,2.6,0,24.1,0,7.2,77
2013/7/28,22.2,21.1,0.0,0,24.1,0,4.9,81
2013/7/29,23.1,20.9,1.4,0,26.3,0,4.1,84
2013/7/30,25.3,22.3,7.2,0,30.1,0,3.9,73
2013/7/31,25.1,22.6,2.5,0,29.1,0,3.0,72
2013/8/1,23.1,20.9,1.1,0,26.7,0,2.2,81
2013/8/2,21.4,18.3,9.2,0,26.3,0,3.3,77
2013/8/3,20.8,18.1,4.2,0,24.0,0,3.2,75
2013/8/4,22.0,19.1,7.8,0,27.0,0,2.2,70
2013/8/5,23.2,18.9,9.3,0,27.2,0,5.6,71
2013/8/6,26.3,22.8,10.9,0,31.1,0,4.3,75
2013/8/7,25.5,22.7,7.5,0,31.0,0,2.4,80
2013/8/8,25.9,22.5,1.5,0,28.9,0,2.2,75
2013/8/9,23.2,22.0,0.0,0,24.7,0,6.2,88
2013/8/10,23.9,22.2,4.3,0,26.5,0,4.4,86
2013/8/11,24.2,21.9,1.1,0,28.3,0,2.4,84
2013/8/12,24.1,22.3,3.2,0,28.6,0,2.0,85
2013/8/13,23.4,21.3,6.5,0,25.8,0,3.0,81
2013/8/14,24.6,22.3,3.6,0,28.3,0,5.1,81
2013/8/15,25.7,23.5,8.5,0,29.5,0,5.8,81
2013/8/16,26.7,23.7,2.3,0,31.2,0,4.4,75
2013/8/17,25.1,23.6,0.0,0,27.3,0,5.0,87
2013/8/18,26.0,22.9,2.3,0,31.2,0,3.6,83
2013/8/19,25.9,22.8,7.1,0,31.7,0,1.9,79
2013/8/20,23.5,19.6,4.7,0,28.8,0,2.2,79
2013/8/21,22.1,18.7,4.1,0,25.4,0,2.1,81
2013/8/22,23.1,19.6,5.6,0,27.2,0,2.1,78
2013/8/23,23.7,20.5,4.4,0,27.4,0,3.2,74
2013/8/24,21.6,19.7,3.6,0,24.9,0,2.5,85
2013/8/25,21.3,18.7,3.9,0,25.9,0,2.9,84
2013/8/26,21.0,18.7,5.7,0,24.3,0,5.0,74
2013/8/27,20.0,16.3,6.9,0,26.7,0,3.0,81
2013/8/28,19.9,16.1,7.2,0,23.6,0,4.8,64
2013/8/29,20.1,14.9,4.7,0,24.4,0,2.3,65
2013/8/30,19.3,16.1,0.0,0,22.5,0,3.7,91
2013/8/31,19.1,17.1,0.8,0,23.3,0,3.7,89
2013/9/1,19.8,15.9,0.9,0,24.5,0,2.9,83
2013/9/2,20.2,19.0,0.5,0,22.5,0,4.8,85
2013/9/3,20.6,18.6,0.0,0,23.0,0,2.2,90
2013/9/4,21.3,19.1,0.6,0,24.4,0,2.3,95
2013/9/5,22.4,16.7,9.0,0,25.7,0,3.9,62
2013/9/6,18.2,16.0,4.3,0,21.5,0,2.8,79
2013/9/7,19.0,15.9,0.5,0,21.4,0,2.0,83
2013/9/8,20.0,16.5,6.3,0,24.5,0,2.2,78
2013/9/9,19.9,15.2,10.0,0,24.6,0,2.6,74
2013/9/10,20.5,16.0,8.0,0,26.5,0,1.7,71
2013/9/11,21.2,17.0,10.0,0,26.0,0,3.6,76
2013/9/12,21.5,18.1,4.8,0,25.6,0,1.7,77
2013/9/13,21.2,14.6,8.3,0,28.6,0,3.9,60
2013/9/14,23.4,19.0,3.1,0,28.4,0,3.5,84
2013/9/15,21.9,20.0,0.0,0,24.3,0,3.4,87
2013/9/16,17.9,16.3,0.0,0,20.7,0,2.9,88
2013/9/17,19.2,13.3,10.1,0,24.8,0,4.1,49
2013/9/18,17.6,13.0,8.3,0,21.8,0,3.5,53
2013/9/19,17.3,12.9,7.7,0,21.6,0,2.1,50
2013/9/20,19.5,14.0,2.1,0,23.4,0,4.4,64
2013/9/21,19.6,16.9,4.8,0,23.8,0,3.6,65
2013/9/22,16.7,12.3,7.7,0,20.6,0,4.2,58
2013/9/23,16.1,10.4,8.2,0,21.7,0,4.3,73
2013/9/24,18.4,15.3,1.7,0,21.0,0,3.7,76
2013/9/25,14.6,12.5,0.0,0,15.8,0,3.2,88
2013/9/26,12.8,8.9,7.1,0,17.8,0,2.9,61
2013/9/27,12.8,6.6,9.0,0,18.9,0,1.6,59
2013/9/28,15.5,9.3,10.3,0,21.4,0,4.0,63
2013/9/29,18.5,14.4,6.3,0,22.9,0,5.1,71
2013/9/30,17.0,15.8,0.0,0,18.3,0,3.3,91
2013/10/1,16.9,15.0,0.0,0,18.4,0,2.4,93
2013/10/2,19.6,15.4,8.8,0,24.6,0,3.5,79
2013/10/3,16.3,12.2,5.9,0,18.9,0,3.4,51
2013/10/4,13.5,8.7,6.9,0,18.7,0,2.4,55
2013/10/5,16.3,10.3,3.9,0,22.2,0,3.9,68
2013/10/6,16.0,11.8,4.8,0,21.4,0,2.0,80
2013/10/7,17.4,12.6,8.0,0,21.2,0,5.5,79
2013/10/8,17.1,12.8,0.3,0,20.4,0,3.6,65
2013/10/9,12.8,9.2,0.0,0,15.3,0,1.7,78
2013/10/10,14.8,8.0,10.4,0,21.3,0,1.9,72
2013/10/11,17.0,12.9,0.0,0,19.0,0,5.1,90
2013/10/12,16.2,10.5,6.9,0,20.7,0,5.0,59
2013/10/13,12.1,10.3,3.7,0,15.6,0,4.7,61
2013/10/14,14.0,8.4,6.9,0,17.4,0,3.6,60
2013/10/15,12.3,8.9,0.0,0,16.1,0,4.7,66
2013/10/16,6.9,4.3,0.0,0,9.1,0,4.7,72
2013/10/17,8.2,5.0,3.7,0,12.5,0,2.4,65
2013/10/18,9.7,4.9,9.8,0,15.1,0,2.4,61
2013/10/19,9.6,3.7,10.0,0,16.2,0,1.7,70
2013/10/20,11.4,6.4,0.1,0,16.2,0,3.0,77
2013/10/21,12.6,10.3,3.8,0,16.0,0,1.8,74
2013/10/22,11.7,8.3,4.6,0,16.0,0,1.8,64
2013/10/23,11.4,6.6,5.2,0,15.5,0,2.6,76
2013/10/24,11.6,8.8,1.0,0,14.6,0,3.9,76
2013/10/25,13.0,9.6,0.0,0,15.0,0,6.3,90
2013/10/26,11.0,8.6,0.8,0,13.7,0,4.6,69
2013/10/27,8.6,6.8,1.2,0,10.4,0,6.4,74
2013/10/28,8.5,6.1,3.6,0,12.0,0,2.2,79
2013/10/29,11.1,5.3,3.4,0,15.1,0,2.7,72
2013/10/30,12.0,8.6,3.7,0,15.9,0,2.3,78
2013/10/31,11.2,6.7,7.8,0,15.6,0,2.5,61
2013/11/1,10.1,7.0,4.1,0,12.7,0,4.4,48
2013/11/2,9.9,4.4,4.3,0,14.6,0,1.9,60
2013/11/3,11.4,6.8,1.8,0,15.4,0,2.2,73
2013/11/4,9.1,5.3,6.8,0,13.6,0,2.4,71
2013/11/5,9.9,5.6,8.2,0,15.4,0,1.5,68
2013/11/6,12.1,5.9,0.8,0,15.8,0,4.1,65
2013/11/7,12.6,9.5,2.1,0,16.4,0,3.4,76
2013/11/8,5.0,2.4,0.1,0,10.9,0,6.2,82
2013/11/9,6.5,1.6,8.0,0,10.1,0,4.1,57
2013/11/10,6.7,1.7,0.2,0,12.6,0,6.4,64
2013/11/11,0.3,-3.0,2.8,5,3.3,5,2.6,65
2013/11/12,0.8,-1.1,5.4,3,4.4,0,2.3,62
2013/11/13,1.6,-2.0,3.3,2,5.5,2,2.4,69
2013/11/14,5.0,0.7,3.2,0,9.7,0,2.5,59
2013/11/15,8.3,4.6,0.0,0,11.7,0,4.0,75
2013/11/16,6.5,3.2,6.8,0,10.0,0,1.3,69
2013/11/17,5.4,2.5,8.7,0,9.7,0,2.8,71
2013/11/18,8.6,3.4,0.9,0,12.5,0,3.6,80
2013/11/19,7.3,3.5,0.3,0,9.8,0,1.6,83
2013/11/20,5.7,3.4,4.5,0,9.0,0,2.5,62
2013/11/21,7.0,4.2,5.5,0,10.9,0,2.9,66
2013/11/22,6.1,4.8,2.5,0,9.5,0,2.8,70
2013/11/23,6.5,4.0,0.9,0,10.4,0,1.9,70
2013/11/24,5.4,1.6,2.6,0,8.4,0,2.1,65
2013/11/25,7.7,1.5,0.2,0,13.2,0,7.6,75
2013/11/26,7.9,1.9,2.6,0,12.9,0,4.2,52
2013/11/27,2.5,-0.1,3.8,1,4.2,1,2.6,65
2013/11/28,0.4,-2.2,0.7,11,1.9,12,2.7,79
2013/11/29,0.5,-2.4,7.3,8,3.8,0,2.4,64
2013/11/30,2.2,-0.6,0.3,6,4.7,0,2.5,69
2013/12/1,1.6,0.3,1.2,5,2.9,1,2.7,62
2013/12/2,2.3,0.5,3.3,6,5.5,2,2.4,80
2013/12/3,1.9,0.6,0.9,4,3.8,1,1.6,76
2013/12/4,4.3,1.0,1.1,3,7.6,0,2.6,67
2013/12/5,6.5,3.0,4.5,2,11.0,0,2.5,63
2013/12/6,2.9,1.1,1.1,0,4.9,0,2.1,75
2013/12/7,1.1,-1.1,6.5,0,3.9,0,3.4,61
2013/12/8,1.5,-0.1,4.3,3,4.0,3,2.9,64
2013/12/9,3.1,0.9,3.0,1,5.4,0,2.9,59
2013/12/10,7.1,3.0,0.0,0,9.8,0,3.4,90
2013/12/11,3.5,1.7,3.7,0,5.7,0,5.4,64
2013/12/12,-0.1,-3.2,2.4,1,2.5,1,2.5,66
2013/12/13,-2.7,-3.9,0.0,18,-1.7,18,3.2,81
2013/12/14,-3.3,-5.2,7.3,17,-1.0,0,4.3,52
2013/12/15,-0.6,-3.8,0.9,18,2.4,7,7.7,78
2013/12/16,2.9,0.3,0.9,13,4.6,0,5.2,75
2013/12/17,2.0,-1.9,5.1,8,5.9,0,3.1,66
2013/12/18,1.2,-0.9,2.0,6,4.1,0,1.8,70
2013/12/19,-0.2,-3.7,5.4,6,1.9,0,1.9,67
2013/12/20,0.2,-1.2,2.7,6,1.5,0,1.9,61
2013/12/21,-0.1,-2.2,1.1,6,1.7,0,3.6,55
2013/12/22,-2.9,-4.1,0.1,27,-1.1,21,2.5,77
2013/12/23,-1.6,-3.1,0.0,32,-0.2,5,2.9,83
2013/12/24,-2.7,-5.2,5.9,29,0.4,0,1.7,69
2013/12/25,-0.9,-5.5,0.8,30,1.9,4,2.0,74
2013/12/26,2.3,0.2,3.2,27,4.7,1,2.7,67
2013/12/27,2.1,-0.3,1.5,25,4.7,2,4.3,76
2013/12/28,-1.8,-5.6,0.0,35,1.0,13,5.7,76
2013/12/29,-3.0,-5.1,3.0,42,-0.8,9,3.4,72
2013/12/30,-2.0,-3.3,0.0,52,-1.0,13,1.5,88
2013/12/31,-0.6,-4.2,3.3,50,1.9,0,2.3,71
2014/1/1,-0.3,-2.9,1.5,57,3.7,16,3.6,82
2014/1/2,-3.4,-4.7,1.1,56,-1.3,2,5.2,66
2014/1/3,-1.7,-4.6,1.7,50,1.1,1,3.4,70
2014/1/4,-3.7,-6.5,3.6,65,-0.9,20,3.2,73
2014/1/5,-4.2,-7.7,3.2,64,-0.2,2,2.7,73
2014/1/6,-3.7,-7.6,3.4,60,-0.5,2,3.3,67
2014/1/7,0.1,-4.1,2.2,56,2.4,0,2.9,61
2014/1/8,0.4,-3.0,0.4,53,2.2,2,3.3,73
2014/1/9,-5.1,-7.6,3.5,50,-2.2,0,4.1,56
2014/1/10,-7.0,-8.0,6.2,49,-4.8,0,4.5,47
2014/1/11,-6.6,-8.1,1.4,47,-4.9,0,3.3,59
2014/1/12,-6.2,-9.2,0.0,54,-4.7,9,3.5,74
2014/1/13,-7.6,-9.0,3.4,63,-5.7,10,3.8,65
2014/1/14,-4.6,-8.3,6.4,60,-0.9,1,2.8,55
2014/1/15,-4.7,-8.3,5.2,55,-1.0,0,1.9,64
2014/1/16,-5.2,-8.4,7.3,53,-1.4,2,2.2,62
2014/1/17,-6.5,-10.0,1.4,63,-3.7,11,1.8,78
2014/1/18,-6.0,-10.9,2.6,60,-1.4,0,1.7,68
2014/1/19,-5.7,-9.2,2.8,59,-2.4,6,1.9,75
2014/1/20,-7.0,-9.9,4.1,61,-3.5,2,1.3,74
2014/1/21,-6.3,-11.4,2.3,66,-3.1,9,2.0,80
2014/1/22,-5.4,-9.4,2.3,71,-2.5,8,3.0,75
2014/1/23,-8.1,-10.1,2.5,75,-6.3,5,2.2,75
2014/1/24,-1.8,-9.5,0.2,69,1.8,0,4.2,82
2014/1/25,1.7,-0.8,2.6,62,4.1,1,3.0,70
2014/1/26,-2.6,-5.9,0.0,70,-0.7,14,4.6,85
2014/1/27,-4.9,-6.8,5.9,72,-3.0,2,4.2,62
2014/1/28,-2.1,-6.9,0.6,66,2.3,3,3.7,77
2014/1/29,-6.1,-8.6,5.7,66,-3.7,1,5.5,54
2014/1/30,1.6,-5.6,0.0,63,8.5,1,4.8,73
2014/1/31,-3.1,-6.2,4.3,74,1.9,18,5.8,71
2014/2/1,-5.1,-6.8,3.6,71,-2.2,0,4.1,59
2014/2/2,-2.2,-9.0,2.5,66,4.1,0,4.6,71
2014/2/3,-1.5,-5.2,2.7,62,4.3,0,3.1,59
2014/2/4,-6.4,-8.3,3.7,71,-3.7,11,2.6,70
2014/2/5,-8.5,-12.7,1.6,79,-5.4,13,2.4,69
2014/2/6,-7.7,-10.6,6.3,78,-5.3,0,3.3,53
2014/2/7,-7.6,-10.4,1.8,77,-5.4,7,3.9,63
2014/2/8,-9.2,-14.3,6.6,78,-5.9,1,1.7,61
2014/2/9,-6.6,-11.0,0.1,72,-4.1,1,1.6,68
2014/2/10,-3.2,-6.0,4.5,76,0.4,6,1.9,79
2014/2/11,-4.0,-7.3,1.2,85,0.2,9,1.7,80
2014/2/12,-4.4,-9.6,7.2,81,-0.1,0,2.1,69
2014/2/13,-3.7,-6.6,3.8,85,-0.7,10,3.1,73
2014/2/14,-4.7,-8.9,9.2,83,-0.7,0,2.0,56
2014/2/15,-4.1,-7.2,0.0,77,-1.7,2,2.1,68
2014/2/16,-1.0,-2.0,0.0,80,0.3,7,5.7,85
2014/2/17,-1.9,-3.8,0.3,89,-0.6,12,9.3,77
2014/2/18,-2.9,-4.3,1.1,92,-1.7,4,8.6,77
2014/2/19,-1.9,-2.8,0.8,90,-0.7,2,6.8,79
2014/2/20,-3.0,-6.6,5.9,93,-0.2,4,2.6,64
2014/2/21,-3.7,-5.4,1.8,111,-1.3,24,3.2,82
2014/2/22,-2.8,-7.1,7.4,113,-0.1,4,2.2,76
2014/2/23,-2.8,-6.1,2.8,107,0.6,0,1.8,76
2014/2/24,-2.6,-9.3,10.1,101,2.5,0,1.4,66
2014/2/25,-0.6,-6.6,9.8,94,3.4,0,2.0,67
2014/2/26,1.2,-2.1,9.4,90,4.1,0,2.3,64
2014/2/27,2.1,-2.9,9.1,87,7.8,0,3.9,61
2014/2/28,0.7,-1.8,5.5,81,3.4,1,6.0,58
2014/3/1,-0.8,-3.0,7.5,77,2.4,0,3.3,42
2014/3/2,-2.6,-4.2,9.2,75,-0.3,0,3.9,47
2014/3/3,-4.0,-5.6,3.7,77,-0.2,3,2.6,63
2014/3/4,-3.0,-5.9,4.9,81,-0.7,6,3.7,63
2014/3/5,-1.7,-3.2,0.0,86,-0.2,7,3.2,88
2014/3/6,-4.2,-7.1,1.1,87,-2.0,4,7.4,73
2014/3/7,-5.7,-8.0,1.7,87,-3.7,2,2.4,65
2014/3/8,-4.5,-6.6,2.8,86,-1.9,0,2.0,65
2014/3/9,-2.3,-5.6,6.3,89,2.3,10,2.0,71
2014/3/10,-1.9,-3.9,3.2,107,0.5,19,5.0,71
2014/3/11,-2.7,-6.1,5.2,99,-0.2,7,2.0,75
2014/3/12,-2.1,-5.7,5.3,96,0.5,1,1.8,73
2014/3/13,-0.4,-3.0,2.8,91,2.6,0,2.1,70
2014/3/14,-0.1,-1.6,2.9,87,2.0,1,6.0,65
2014/3/15,-1.0,-3.5,2.7,89,2.0,4,2.7,71
2014/3/16,0.6,-2.1,0.4,87,2.7,3,3.1,80
2014/3/17,1.7,-3.6,9.1,85,5.4,0,3.3,63
2014/3/18,2.1,0.6,0.6,80,4.8,1,6.2,77
2014/3/19,1.5,-1.6,9.4,77,4.6,0,4.3,63
2014/3/20,0.9,-2.9,6.1,74,5.8,3,3.1,62
2014/3/21,-0.8,-1.9,0.0,83,0.1,9,5.3,76
2014/3/22,0.0,-1.3,0.1,83,1.0,4,3.7,79
2014/3/23,0.9,-3.4,9.3,81,3.7,0,2.7,62
2014/3/24,4.8,-3.3,10.2,74,11.0,0,1.9,57
2014/3/25,7.6,3.5,2.9,69,10.6,0,3.0,63
2014/3/26,5.8,1.5,10.6,63,12.7,0,2.1,74
2014/3/27,5.2,1.2,10.2,57,13.6,0,1.6,69
2014/3/28,5.3,0.3,7.0,50,11.2,0,2.9,73
2014/3/29,6.8,3.6,10.6,44,10.9,0,3.2,64
2014/3/30,4.2,3.0,0.0,38,6.4,0,3.4,71
2014/3/31,4.4,2.6,9.7,35,6.6,0,6.2,66
2014/4/1,4.7,1.5,11.2,28,7.1,0,5.9,57
2014/4/2,6.4,0.6,9.6,23,12.2,0,2.8,54
2014/4/3,7.2,4.0,7.0,16,11.5,0,4.5,67
2014/4/4,2.4,0.2,0.0,5,4.2,0,5.9,87
2014/4/5,1.6,-0.8,2.0,9,4.6,6,5.8,66
2014/4/6,2.7,0.8,0.6,6,4.1,0,3.3,58
2014/4/7,4.5,-0.4,11.9,5,9.7,0,4.3,58
2014/4/8,3.9,-0.6,12.1,0,8.6,0,2.9,51
2014/4/9,8.5,0.9,8.6,0,16.4,0,3.2,41
2014/4/10,3.9,2.0,3.3,0,7.9,0,5.8,72
2014/4/11,2.9,-0.3,8.8,1,5.2,1,6.3,50
2014/4/12,4.5,2.0,10.8,0,8.6,0,6.1,49
2014/4/13,4.1,1.5,10.5,0,8.3,0,4.6,60
2014/4/14,7.7,-0.7,12.5,0,16.5,0,1.9,39
2014/4/15,9.1,3.4,4.7,0,16.0,0,3.7,42
2014/4/16,6.0,2.3,8.3,0,8.6,0,5.3,33
2014/4/17,5.0,0.5,8.6,0,9.2,0,4.0,43
2014/4/18,4.5,0.9,7.0,0,8.2,0,5.1,56
2014/4/19,3.6,0.8,12.5,0,8.2,0,3.5,52
2014/4/20,6.0,0.2,10.9,0,12.8,0,2.1,56
2014/4/21,8.6,3.5,8.3,0,15.7,0,3.0,48
2014/4/22,8.5,5.7,6.9,0,13.5,0,2.9,65
2014/4/23,8.1,5.0,10.4,0,13.4,0,3.9,73
2014/4/24,12.5,3.7,12.5,0,21.8,0,1.9,53
2014/4/25,14.5,7.0,12.7,0,23.7,0,1.8,42
2014/4/26,16.4,8.7,12.5,0,24.7,0,1.9,36
2014/4/27,17.9,10.7,5.0,0,24.3,0,3.6,31
2014/4/28,10.3,5.4,5.6,0,16.4,0,5.1,57
2014/4/29,9.6,2.5,13.2,0,17.9,0,3.0,40
2014/4/30,12.8,5.1,9.8,0,21.4,0,4.0,52
2014/5/1,14.2,10.8,2.9,0,18.3,0,3.1,76
2014/5/2,12.9,9.5,7.7,0,18.9,0,2.8,79
2014/5/3,13.2,8.4,4.7,0,21.6,0,5.3,68
2014/5/4,11.7,8.5,9.2,0,16.6,0,3.2,42
2014/5/5,12.4,7.8,6.1,0,19.6,0,5.6,55
2014/5/6,11.9,9.0,8.9,0,16.8,0,3.7,48
2014/5/7,12.5,7.9,7.3,0,18.2,0,4.1,50
2014/5/8,14.5,8.6,8.0,0,20.1,0,3.6,45
2014/5/9,12.6,10.4,1.0,0,15.9,0,4.0,77
2014/5/10,11.8,8.2,11.4,0,17.7,0,4.7,73
2014/5/11,15.5,8.0,13.4,0,24.7,0,2.1,50
2014/5/12,18.2,12.7,5.7,0,27.6,0,4.7,39
2014/5/13,15.0,11.0,2.2,0,20.0,0,4.4,65
2014/5/14,16.7,11.9,6.2,0,23.7,0,3.2,64
2014/5/15,14.6,10.9,6.6,0,19.4,0,2.2,74
2014/5/16,10.3,6.7,0.0,0,13.6,0,4.0,91
2014/5/17,7.0,5.6,0.0,0,8.7,0,9.5,81
2014/5/18,8.5,7.4,0.8,0,12.0,0,6.0,79
2014/5/19,12.3,4.9,13.7,0,19.7,0,3.0,67
2014/5/20,14.9,7.9,9.5,0,22.6,0,2.2,61
2014/5/21,15.7,12.1,2.2,0,20.2,0,3.8,77
2014/5/22,14.1,9.3,11.0,0,19.1,0,2.7,65
2014/5/23,11.3,7.3,13.4,0,15.5,0,3.0,63
2014/5/24,12.7,8.1,2.3,0,17.7,0,3.0,68
2014/5/25,11.4,9.3,5.2,0,15.3,0,3.6,83
2014/5/26,12.1,9.6,1.7,0,14.4,0,9.5,73
2014/5/27,16.2,12.3,8.8,0,22.8,0,6.0,71
2014/5/28,18.9,13.3,13.1,0,25.1,0,4.5,63
2014/5/29,20.8,14.1,9.9,0,30.0,0,5.2,54
2014/5/30,18.9,13.5,3.8,0,27.5,0,3.8,65
2014/5/31,20.0,12.8,11.0,0,28.5,0,2.1,60
2014/6/1,17.9,14.9,13.5,0,24.6,0,3.8,54
2014/6/2,21.5,13.7,14.0,0,28.7,0,2.2,44
2014/6/3,23.9,16.2,13.8,0,32.9,0,1.9,45
2014/6/4,23.9,16.7,13.8,0,33.7,0,2.5,47
2014/6/5,21.8,18.1,10.2,0,26.6,0,7.8,47
2014/6/6,18.8,16.8,0.9,0,20.4,0,7.4,62
2014/6/7,18.0,16.4,1.5,0,20.6,0,6.8,67
2014/6/8,18.1,15.9,0.2,0,20.5,0,4.6,82
2014/6/9,19.7,17.1,2.3,0,24.4,0,5.6,80
2014/6/10,19.6,18.0,1.5,0,23.9,0,4.7,76
2014/6/11,18.7,17.0,3.0,0,21.8,0,5.9,78
2014/6/12,17.9,16.1,1.5,0,22.1,0,5.3,83
2014/6/13,15.7,13.7,0.0,0,17.8,0,2.7,92
2014/6/14,15.0,13.3,0.7,0,19.1,0,2.3,79
2014/6/15,16.2,13.5,0.0,0,19.2,0,1.6,88
2014/6/16,15.7,14.5,0.0,0,17.1,0,1.5,92
2014/6/17,17.0,14.3,0.9,0,21.2,0,1.8,85
2014/6/18,16.9,15.3,0.5,0,20.5,0,1.8,87
2014/6/19,15.6,14.3,0.3,0,18.0,0,3.4,86
2014/6/20,14.9,13.5,1.7,0,17.2,0,4.8,82
2014/6/21,15.3,13.5,6.8,0,19.1,0,3.7,80
2014/6/22,16.6,13.4,7.7,0,24.3,0,3.2,79
2014/6/23,16.6,14.2,9.6,0,20.2,0,4.6,76
2014/6/24,17.3,13.9,10.9,0,23.1,0,2.8,73
2014/6/25,20.0,14.0,13.9,0,26.7,0,2.2,70
2014/6/26,21.3,15.1,13.2,0,29.2,0,3.0,67
2014/6/27,22.6,18.8,10.9,0,28.1,0,6.3,68
2014/6/28,21.9,19.7,9.2,0,25.9,0,6.4,73
2014/6/29,21.8,18.6,11.6,0,25.5,0,5.9,69
2014/6/30,21.2,17.1,8.3,0,27.4,0,2.4,65
2014/7/1,21.2,17.5,8.1,0,26.5,0,2.7,70
2014/7/2,21.4,19.5,3.3,0,24.9,0,2.1,75
2014/7/3,21.6,18.9,9.1,0,27.0,0,2.5,75
2014/7/4,22.3,18.6,10.8,0,27.5,0,3.6,66
2014/7/5,20.2,17.2,5.1,0,24.1,0,2.2,65
2014/7/6,19.8,16.8,0.0,0,22.4,0,1.6,72
2014/7/7,21.8,17.9,6.9,0,28.3,0,1.8,72
